m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1111"
"2025-01-01 00:00:00","c++","684"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","132"
"2025-01-01 00:00:00","java","1131"
"2025-01-01 00:00:00","javascript","1387"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","503"
"2025-01-01 00:00:00","python","2635"
"2025-01-01 00:00:00","r","518"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","336"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","272"
"2025-02-01 00:00:00","c#","975"
"2025-02-01 00:00:00","c++","575"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","909"
"2025-02-01 00:00:00","javascript","1125"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","343"
"2025-02-01 00:00:00","python","2155"
"2025-02-01 00:00:00","r","498"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","301"
"2025-03-01 00:00:00","assembly","59"
"2025-03-01 00:00:00","c","307"
"2025-03-01 00:00:00","c#","911"
"2025-03-01 00:00:00","c++","679"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","97"
"2025-03-01 00:00:00","java","884"
"2025-03-01 00:00:00","javascript","1113"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","331"
"2025-03-01 00:00:00","python","2196"
"2025-03-01 00:00:00","r","484"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","294"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","203"
"2025-04-01 00:00:00","c#","644"
"2025-04-01 00:00:00","c++","510"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","64"
"2025-04-01 00:00:00","java","781"
"2025-04-01 00:00:00","javascript","782"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","250"
"2025-04-01 00:00:00","python","1706"
"2025-04-01 00:00:00","r","399"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","215"
"2025-05-01 00:00:00","assembly","34"
"2025-05-01 00:00:00","c","204"
"2025-05-01 00:00:00","c#","542"
"2025-05-01 00:00:00","c++","454"
"2025-05-01 00:00:00","delphi","35"
"2025-05-01 00:00:00","go","55"
"2025-05-01 00:00:00","java","606"
"2025-05-01 00:00:00","javascript","635"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","241"
"2025-05-01 00:00:00","python","1421"
"2025-05-01 00:00:00","r","294"
"2025-05-01 00:00:00","ruby","28"
"2025-05-01 00:00:00","swift","192"
"2025-06-01 00:00:00","assembly","38"
"2025-06-01 00:00:00","c","178"
"2025-06-01 00:00:00","c#","460"
"2025-06-01 00:00:00","c++","409"
"2025-06-01 00:00:00","delphi","32"
"2025-06-01 00:00:00","go","49"
"2025-06-01 00:00:00","java","426"
"2025-06-01 00:00:00","javascript","487"
"2025-06-01 00:00:00","perl","15"
"2025-06-01 00:00:00","php","172"
"2025-06-01 00:00:00","python","1084"
"2025-06-01 00:00:00","r","263"
"2025-06-01 00:00:00","ruby","28"
"2025-06-01 00:00:00","swift","145"
"2025-07-01 00:00:00","assembly","39"
"2025-07-01 00:00:00","c","164"
"2025-07-01 00:00:00","c#","470"
"2025-07-01 00:00:00","c++","395"
"2025-07-01 00:00:00","delphi","33"
"2025-07-01 00:00:00","go","27"
"2025-07-01 00:00:00","java","449"
"2025-07-01 00:00:00","javascript","528"
"2025-07-01 00:00:00","perl","19"
"2025-07-01 00:00:00","php","145"
"2025-07-01 00:00:00","python","1139"
"2025-07-01 00:00:00","r","250"
"2025-07-01 00:00:00","ruby","17"
"2025-07-01 00:00:00","swift","178"
